file,session_id,run_id,stt_engine,selected_problem_count,source,chunk_mode_raw,chunk_mode,problems,submitted,correct,wrong,accuracy_pct,accuracy_submitted_pct,false_begin_rate_pct,empty_final_rate_pct,stale_wrong_rate_pct,numeric_wer_proxy,begin_gate_fail_count,begin_window_finals,begin_window_non_begin_finals,skipped_count,skipped_empty_final_count,skipped_non_numeric_symbol_count,skipped_other_count,skipped_events_count,stale_ignored,stale_final_ignored,uploads,upload_p50_ms,upload_p90_ms,upload_max_ms,server_requests,server_responses,server_ffmpeg_errors,server_whisper_errors,server_http_errors
sc_log_run-60226.1750.54-7wp2_s1_p5_wspc_vad_mic.jsonl,sess_mm424hip_30nyr0,run_20260226_175054_7wp2,wspc,5,mic,utterance,vad,6,5,4,1,66.667,80,0,11.111,0,0.142857,0,2,1,0,1,0,0,1,0,0,9,871,893,914,0,0,0,0,0
