file,session_id,run_id,stt_engine,selected_problem_count,source,chunk_mode_raw,chunk_mode,problems,submitted,correct,wrong,accuracy_pct,accuracy_submitted_pct,false_begin_rate_pct,empty_final_rate_pct,stale_wrong_rate_pct,numeric_wer_proxy,begin_gate_fail_count,begin_window_finals,begin_window_non_begin_finals,skipped_count,skipped_empty_final_count,skipped_non_numeric_symbol_count,skipped_other_count,skipped_events_count,stale_ignored,stale_final_ignored,uploads,upload_p50_ms,upload_p90_ms,upload_max_ms,server_requests,server_responses,server_ffmpeg_errors,server_whisper_errors,server_http_errors
sc_log_run-60226.1753.10-uyly_s1_p7_wspc_vad_mic.jsonl,sess_mm427e9u_nbvjqt,run_20260226_175310_uyly,wspc,7,mic,utterance,vad,8,7,6,1,75,85.714,0,10,0,0.083333,0,1,0,0,1,0,0,1,0,0,10,849,863,923,0,0,0,0,0
