file,session_id,run_id,selected_problem_count,source,chunk_mode_raw,chunk_mode,problems,submitted,correct,wrong,accuracy_pct,accuracy_submitted_pct,false_begin_rate_pct,empty_final_rate_pct,stale_wrong_rate_pct,numeric_wer_proxy,begin_gate_fail_count,begin_window_finals,begin_window_non_begin_finals,stale_ignored,stale_final_ignored,uploads,upload_p50_ms,upload_p90_ms,upload_max_ms,server_requests,server_responses,server_ffmpeg_errors,server_whisper_errors,server_http_errors
sc_log_run-60225.1700.29-kw65_s1_p5_wspc_vad_mic.jsonl,sess_mm2kvsj3_rbpx5b,run_20260225_170029_kw65,5,mic,utterance,vad,5,5,5,0,100,100,0,0,0,0,0,5,4,0,0,10,882,902,914,0,0,0,0,0
